region,timestamp,metric,value,unit
NSW1,2025-01-01 00:00:00+10:00,price,124.35667,$/MWh
NSW1,2025-01-01 01:00:00+10:00,price,109.7075,$/MWh
NSW1,2025-01-01 02:00:00+10:00,price,104.36167,$/MWh
NSW1,2025-01-01 03:00:00+10:00,price,103.73833,$/MWh
NSW1,2025-01-01 04:00:00+10:00,price,102.45,$/MWh
NSW1,2025-01-01 05:00:00+10:00,price,90.5325,$/MWh
NSW1,2025-01-01 06:00:00+10:00,price,0.6625,$/MWh
NSW1,2025-01-01 07:00:00+10:00,price,-28.304167,$/MWh
NSW1,2025-01-01 08:00:00+10:00,price,-15.328333,$/MWh
NSW1,2025-01-01 09:00:00+10:00,price,-32.999167,$/MWh
NSW1,2025-01-01 10:00:00+10:00,price,-34.048333,$/MWh
NSW1,2025-01-01 11:00:00+10:00,price,-31.9475,$/MWh
NSW1,2025-01-01 12:00:00+10:00,price,-4.3916667,$/MWh
NSW1,2025-01-01 13:00:00+10:00,price,40.989167,$/MWh
NSW1,2025-01-01 14:00:00+10:00,price,79.0575,$/MWh
NSW1,2025-01-01 15:00:00+10:00,price,90.3325,$/MWh
NSW1,2025-01-01 16:00:00+10:00,price,110.86583,$/MWh
NSW1,2025-01-01 17:00:00+10:00,price,105.15917,$/MWh
NSW1,2025-01-01 18:00:00+10:00,price,144.90333,$/MWh
NSW1,2025-01-01 19:00:00+10:00,price,110.42083,$/MWh
NSW1,2025-01-01 20:00:00+10:00,price,79.96,$/MWh
NSW1,2025-01-01 21:00:00+10:00,price,85.99,$/MWh
NSW1,2025-01-01 22:00:00+10:00,price,210.5425,$/MWh
NSW1,2025-01-01 23:00:00+10:00,price,96.150833,$/MWh
NSW1,2025-01-02 00:00:00+10:00,price,82.338333,$/MWh
NSW1,2025-01-02 01:00:00+10:00,price,78.295,$/MWh
NSW1,2025-01-02 02:00:00+10:00,price,75.983333,$/MWh
NSW1,2025-01-02 03:00:00+10:00,price,76.0,$/MWh
NSW1,2025-01-02 04:00:00+10:00,price,74.848333,$/MWh
NSW1,2025-01-02 05:00:00+10:00,price,66.856667,$/MWh
NSW1,2025-01-02 06:00:00+10:00,price,20.4225,$/MWh
NSW1,2025-01-02 07:00:00+10:00,price,71.595,$/MWh
NSW1,2025-01-02 08:00:00+10:00,price,61.751667,$/MWh
NSW1,2025-01-02 09:00:00+10:00,price,37.9575,$/MWh
NSW1,2025-01-02 10:00:00+10:00,price,56.2075,$/MWh
NSW1,2025-01-02 11:00:00+10:00,price,0.1125,$/MWh
NSW1,2025-01-02 12:00:00+10:00,price,-34.079167,$/MWh
NSW1,2025-01-02 13:00:00+10:00,price,24.606667,$/MWh
NSW1,2025-01-02 14:00:00+10:00,price,35.715833,$/MWh
NSW1,2025-01-02 15:00:00+10:00,price,44.295,$/MWh
NSW1,2025-01-02 16:00:00+10:00,price,65.724167,$/MWh
NSW1,2025-01-02 17:00:00+10:00,price,64.04,$/MWh
NSW1,2025-01-02 18:00:00+10:00,price,72.425833,$/MWh
NSW1,2025-01-02 19:00:00+10:00,price,82.994167,$/MWh
NSW1,2025-01-02 20:00:00+10:00,price,75.046667,$/MWh
NSW1,2025-01-02 21:00:00+10:00,price,79.629167,$/MWh
NSW1,2025-01-02 22:00:00+10:00,price,80.773333,$/MWh
NSW1,2025-01-02 23:00:00+10:00,price,86.396667,$/MWh
NSW1,2025-01-03 00:00:00+10:00,price,81.514167,$/MWh
NSW1,2025-01-03 01:00:00+10:00,price,76.793333,$/MWh
NSW1,2025-01-03 02:00:00+10:00,price,77.566667,$/MWh
NSW1,2025-01-03 03:00:00+10:00,price,78.211667,$/MWh
NSW1,2025-01-03 04:00:00+10:00,price,78.495,$/MWh
NSW1,2025-01-03 05:00:00+10:00,price,70.634167,$/MWh
NSW1,2025-01-03 06:00:00+10:00,price,-3.3116667,$/MWh
NSW1,2025-01-03 07:00:00+10:00,price,-9.0366667,$/MWh
NSW1,2025-01-03 08:00:00+10:00,price,63.155833,$/MWh
NSW1,2025-01-03 09:00:00+10:00,price,99.971667,$/MWh
NSW1,2025-01-03 10:00:00+10:00,price,23.8425,$/MWh
NSW1,2025-01-03 11:00:00+10:00,price,-34.964167,$/MWh
NSW1,2025-01-03 12:00:00+10:00,price,-29.769167,$/MWh
NSW1,2025-01-03 13:00:00+10:00,price,-25.3275,$/MWh
NSW1,2025-01-03 14:00:00+10:00,price,-22.370833,$/MWh
NSW1,2025-01-03 15:00:00+10:00,price,-27.503333,$/MWh
NSW1,2025-01-03 16:00:00+10:00,price,1.0125,$/MWh
NSW1,2025-01-03 17:00:00+10:00,price,95.5475,$/MWh
NSW1,2025-01-03 18:00:00+10:00,price,174.2175,$/MWh
NSW1,2025-01-03 19:00:00+10:00,price,193.0,$/MWh
NSW1,2025-01-03 20:00:00+10:00,price,133.4575,$/MWh
NSW1,2025-01-03 21:00:00+10:00,price,115.1775,$/MWh
NSW1,2025-01-03 22:00:00+10:00,price,113.59667,$/MWh
NSW1,2025-01-03 23:00:00+10:00,price,98.315833,$/MWh
NSW1,2025-01-04 00:00:00+10:00,price,92.735,$/MWh
NSW1,2025-01-04 01:00:00+10:00,price,88.52,$/MWh
NSW1,2025-01-04 02:00:00+10:00,price,88.670833,$/MWh
NSW1,2025-01-04 03:00:00+10:00,price,89.735833,$/MWh
NSW1,2025-01-04 04:00:00+10:00,price,96.853333,$/MWh
NSW1,2025-01-04 05:00:00+10:00,price,78.008333,$/MWh
NSW1,2025-01-04 06:00:00+10:00,price,-18.38,$/MWh
NSW1,2025-01-04 07:00:00+10:00,price,-25.535,$/MWh
NSW1,2025-01-04 08:00:00+10:00,price,-30.819167,$/MWh
NSW1,2025-01-04 09:00:00+10:00,price,-34.120833,$/MWh
NSW1,2025-01-04 10:00:00+10:00,price,-35.379167,$/MWh
NSW1,2025-01-04 11:00:00+10:00,price,-26.9025,$/MWh
NSW1,2025-01-04 12:00:00+10:00,price,12.3275,$/MWh
NSW1,2025-01-04 13:00:00+10:00,price,41.716667,$/MWh
NSW1,2025-01-04 14:00:00+10:00,price,32.323333,$/MWh
NSW1,2025-01-04 15:00:00+10:00,price,87.506667,$/MWh
NSW1,2025-01-04 16:00:00+10:00,price,82.41,$/MWh
NSW1,2025-01-04 17:00:00+10:00,price,90.024167,$/MWh
NSW1,2025-01-04 18:00:00+10:00,price,143.69333,$/MWh
NSW1,2025-01-04 19:00:00+10:00,price,154.41833,$/MWh
NSW1,2025-01-04 20:00:00+10:00,price,143.31667,$/MWh
NSW1,2025-01-04 21:00:00+10:00,price,127.35333,$/MWh
NSW1,2025-01-04 22:00:00+10:00,price,121.86333,$/MWh
NSW1,2025-01-04 23:00:00+10:00,price,93.973333,$/MWh
NSW1,2025-01-05 00:00:00+10:00,price,88.575833,$/MWh
NSW1,2025-01-05 01:00:00+10:00,price,93.340833,$/MWh
NSW1,2025-01-05 02:00:00+10:00,price,91.493333,$/MWh
NSW1,2025-01-05 03:00:00+10:00,price,92.846667,$/MWh
NSW1,2025-01-05 04:00:00+10:00,price,90.046667,$/MWh
NSW1,2025-01-05 05:00:00+10:00,price,75.8425,$/MWh
NSW1,2025-01-05 06:00:00+10:00,price,29.938333,$/MWh
NSW1,2025-01-05 07:00:00+10:00,price,26.235,$/MWh
NSW1,2025-01-05 08:00:00+10:00,price,8.1958333,$/MWh
NSW1,2025-01-05 09:00:00+10:00,price,-38.489167,$/MWh
NSW1,2025-01-05 10:00:00+10:00,price,-40.51,$/MWh
NSW1,2025-01-05 11:00:00+10:00,price,-16.758333,$/MWh
NSW1,2025-01-05 12:00:00+10:00,price,46.4925,$/MWh
NSW1,2025-01-05 13:00:00+10:00,price,76.390833,$/MWh
NSW1,2025-01-05 14:00:00+10:00,price,116.59583,$/MWh
NSW1,2025-01-05 15:00:00+10:00,price,82.855,$/MWh
NSW1,2025-01-05 16:00:00+10:00,price,66.815,$/MWh
NSW1,2025-01-05 17:00:00+10:00,price,103.25583,$/MWh
NSW1,2025-01-05 18:00:00+10:00,price,141.57833,$/MWh
NSW1,2025-01-05 19:00:00+10:00,price,169.18417,$/MWh
NSW1,2025-01-05 20:00:00+10:00,price,143.57917,$/MWh
NSW1,2025-01-05 21:00:00+10:00,price,119.53417,$/MWh
NSW1,2025-01-05 22:00:00+10:00,price,127.21667,$/MWh
NSW1,2025-01-05 23:00:00+10:00,price,94.639167,$/MWh
NSW1,2025-01-06 00:00:00+10:00,price,82.405833,$/MWh
NSW1,2025-01-06 01:00:00+10:00,price,86.8425,$/MWh
NSW1,2025-01-06 02:00:00+10:00,price,89.771667,$/MWh
NSW1,2025-01-06 03:00:00+10:00,price,102.65917,$/MWh
NSW1,2025-01-06 04:00:00+10:00,price,95.8175,$/MWh
NSW1,2025-01-06 05:00:00+10:00,price,93.1525,$/MWh
NSW1,2025-01-06 06:00:00+10:00,price,63.46,$/MWh
NSW1,2025-01-06 07:00:00+10:00,price,71.431667,$/MWh
NSW1,2025-01-06 08:00:00+10:00,price,82.606667,$/MWh
NSW1,2025-01-06 09:00:00+10:00,price,78.625833,$/MWh
NSW1,2025-01-06 10:00:00+10:00,price,33.711667,$/MWh
NSW1,2025-01-06 11:00:00+10:00,price,39.444167,$/MWh
NSW1,2025-01-06 12:00:00+10:00,price,63.319167,$/MWh
NSW1,2025-01-06 13:00:00+10:00,price,52.753333,$/MWh
NSW1,2025-01-06 14:00:00+10:00,price,61.556667,$/MWh
NSW1,2025-01-06 15:00:00+10:00,price,176.40583,$/MWh
NSW1,2025-01-06 16:00:00+10:00,price,66.753333,$/MWh
NSW1,2025-01-06 17:00:00+10:00,price,123.62917,$/MWh
NSW1,2025-01-06 18:00:00+10:00,price,136.245,$/MWh
NSW1,2025-01-06 19:00:00+10:00,price,139.3275,$/MWh
NSW1,2025-01-06 20:00:00+10:00,price,110.85,$/MWh
NSW1,2025-01-06 21:00:00+10:00,price,85.410833,$/MWh
NSW1,2025-01-06 22:00:00+10:00,price,84.815833,$/MWh
NSW1,2025-01-06 23:00:00+10:00,price,77.534167,$/MWh
NSW1,2025-01-07 00:00:00+10:00,price,83.680833,$/MWh
NSW1,2025-01-07 01:00:00+10:00,price,84.5575,$/MWh
NSW1,2025-01-07 02:00:00+10:00,price,85.969167,$/MWh
NSW1,2025-01-07 03:00:00+10:00,price,84.209167,$/MWh
NSW1,2025-01-07 04:00:00+10:00,price,76.0875,$/MWh
NSW1,2025-01-07 05:00:00+10:00,price,78.463333,$/MWh
NSW1,2025-01-07 06:00:00+10:00,price,58.106667,$/MWh
NSW1,2025-01-07 07:00:00+10:00,price,71.413333,$/MWh
NSW1,2025-01-07 08:00:00+10:00,price,75.348333,$/MWh
NSW1,2025-01-07 09:00:00+10:00,price,63.7975,$/MWh
NSW1,2025-01-07 10:00:00+10:00,price,120.1875,$/MWh
NSW1,2025-01-07 11:00:00+10:00,price,64.720833,$/MWh
NSW1,2025-01-07 12:00:00+10:00,price,72.289167,$/MWh
NSW1,2025-01-07 13:00:00+10:00,price,5.2116667,$/MWh
NSW1,2025-01-07 14:00:00+10:00,price,10.770833,$/MWh
NSW1,2025-01-07 15:00:00+10:00,price,62.795833,$/MWh
NSW1,2025-01-07 16:00:00+10:00,price,12.478333,$/MWh
NSW1,2025-01-07 17:00:00+10:00,price,60.804167,$/MWh
NSW1,2025-01-07 18:00:00+10:00,price,80.745833,$/MWh
NSW1,2025-01-07 19:00:00+10:00,price,68.689167,$/MWh
NSW1,2025-01-07 20:00:00+10:00,price,68.298333,$/MWh
NSW1,2025-01-07 21:00:00+10:00,price,68.605,$/MWh
NSW1,2025-01-07 22:00:00+10:00,price,68.404167,$/MWh
NSW1,2025-01-07 23:00:00+10:00,price,72.671667,$/MWh
NSW1,2025-01-08 00:00:00+10:00,price,75.545833,$/MWh
NSW1,2025-01-08 01:00:00+10:00,price,70.940833,$/MWh
NSW1,2025-01-08 02:00:00+10:00,price,56.1275,$/MWh
NSW1,2025-01-08 03:00:00+10:00,price,61.88,$/MWh
NSW1,2025-01-08 04:00:00+10:00,price,76.415833,$/MWh
NSW1,2025-01-08 05:00:00+10:00,price,71.4975,$/MWh
NSW1,2025-01-08 06:00:00+10:00,price,19.36,$/MWh
NSW1,2025-01-08 07:00:00+10:00,price,49.468333,$/MWh
NSW1,2025-01-08 08:00:00+10:00,price,48.6925,$/MWh
NSW1,2025-01-08 09:00:00+10:00,price,46.836667,$/MWh
NSW1,2025-01-08 10:00:00+10:00,price,49.29,$/MWh
NSW1,2025-01-08 11:00:00+10:00,price,45.4625,$/MWh
NSW1,2025-01-08 12:00:00+10:00,price,36.568333,$/MWh
NSW1,2025-01-08 13:00:00+10:00,price,38.828333,$/MWh
NSW1,2025-01-08 14:00:00+10:00,price,25.980833,$/MWh
NSW1,2025-01-08 15:00:00+10:00,price,1.0066667,$/MWh
NSW1,2025-01-08 16:00:00+10:00,price,24.8025,$/MWh
NSW1,2025-01-08 17:00:00+10:00,price,64.585,$/MWh
NSW1,2025-01-08 18:00:00+10:00,price,111.56,$/MWh
NSW1,2025-01-08 19:00:00+10:00,price,114.71833,$/MWh
NSW1,2025-01-08 20:00:00+10:00,price,89.189167,$/MWh
NSW1,2025-01-08 21:00:00+10:00,price,76.930833,$/MWh
NSW1,2025-01-08 22:00:00+10:00,price,75.784167,$/MWh
NSW1,2025-01-08 23:00:00+10:00,price,78.508333,$/MWh
NSW1,2025-01-09 00:00:00+10:00,price,80.145,$/MWh
NSW1,2025-01-09 01:00:00+10:00,price,79.2825,$/MWh
NSW1,2025-01-09 02:00:00+10:00,price,84.923333,$/MWh
NSW1,2025-01-09 03:00:00+10:00,price,94.743333,$/MWh
NSW1,2025-01-09 04:00:00+10:00,price,97.081667,$/MWh
NSW1,2025-01-09 05:00:00+10:00,price,104.32833,$/MWh
NSW1,2025-01-09 06:00:00+10:00,price,15.681667,$/MWh
NSW1,2025-01-09 07:00:00+10:00,price,21.116667,$/MWh
NSW1,2025-01-09 08:00:00+10:00,price,35.3175,$/MWh
NSW1,2025-01-09 09:00:00+10:00,price,41.376667,$/MWh
NSW1,2025-01-09 10:00:00+10:00,price,32.596667,$/MWh
NSW1,2025-01-09 11:00:00+10:00,price,49.5425,$/MWh
NSW1,2025-01-09 12:00:00+10:00,price,94.035,$/MWh
NSW1,2025-01-09 13:00:00+10:00,price,50.2525,$/MWh
NSW1,2025-01-09 14:00:00+10:00,price,65.861667,$/MWh
NSW1,2025-01-09 15:00:00+10:00,price,83.800833,$/MWh
NSW1,2025-01-09 16:00:00+10:00,price,138.57333,$/MWh
NSW1,2025-01-09 17:00:00+10:00,price,145.28833,$/MWh
NSW1,2025-01-09 18:00:00+10:00,price,190.10333,$/MWh
NSW1,2025-01-09 19:00:00+10:00,price,223.14667,$/MWh
NSW1,2025-01-09 20:00:00+10:00,price,125.72833,$/MWh
NSW1,2025-01-09 21:00:00+10:00,price,132.43417,$/MWh
NSW1,2025-01-09 22:00:00+10:00,price,131.89667,$/MWh
NSW1,2025-01-09 23:00:00+10:00,price,114.8775,$/MWh
NSW1,2025-01-10 00:00:00+10:00,price,104.245,$/MWh
NSW1,2025-01-10 01:00:00+10:00,price,103.63583,$/MWh
NSW1,2025-01-10 02:00:00+10:00,price,101.11,$/MWh
NSW1,2025-01-10 03:00:00+10:00,price,101.39083,$/MWh
NSW1,2025-01-10 04:00:00+10:00,price,129.24083,$/MWh
NSW1,2025-01-10 05:00:00+10:00,price,171.84083,$/MWh
NSW1,2025-01-10 06:00:00+10:00,price,91.459167,$/MWh
NSW1,2025-01-10 07:00:00+10:00,price,79.5425,$/MWh
NSW1,2025-01-10 08:00:00+10:00,price,74.281667,$/MWh
NSW1,2025-01-10 09:00:00+10:00,price,64.85,$/MWh
NSW1,2025-01-10 10:00:00+10:00,price,65.1725,$/MWh
NSW1,2025-01-10 11:00:00+10:00,price,62.385,$/MWh
NSW1,2025-01-10 12:00:00+10:00,price,62.191667,$/MWh
NSW1,2025-01-10 13:00:00+10:00,price,2.37,$/MWh
NSW1,2025-01-10 14:00:00+10:00,price,73.956667,$/MWh
NSW1,2025-01-10 15:00:00+10:00,price,66.413333,$/MWh
NSW1,2025-01-10 16:00:00+10:00,price,72.380833,$/MWh
NSW1,2025-01-10 17:00:00+10:00,price,99.8125,$/MWh
NSW1,2025-01-10 18:00:00+10:00,price,150.34167,$/MWh
NSW1,2025-01-10 19:00:00+10:00,price,170.385,$/MWh
NSW1,2025-01-10 20:00:00+10:00,price,130.745,$/MWh
NSW1,2025-01-10 21:00:00+10:00,price,130.14417,$/MWh
NSW1,2025-01-10 22:00:00+10:00,price,110.91,$/MWh
NSW1,2025-01-10 23:00:00+10:00,price,106.7225,$/MWh
NSW1,2025-01-11 00:00:00+10:00,price,109.49417,$/MWh
NSW1,2025-01-11 01:00:00+10:00,price,113.64417,$/MWh
NSW1,2025-01-11 02:00:00+10:00,price,132.5075,$/MWh
NSW1,2025-01-11 03:00:00+10:00,price,151.41583,$/MWh
NSW1,2025-01-11 04:00:00+10:00,price,144.00667,$/MWh
NSW1,2025-01-11 05:00:00+10:00,price,115.27,$/MWh
NSW1,2025-01-11 06:00:00+10:00,price,67.945833,$/MWh
NSW1,2025-01-11 07:00:00+10:00,price,65.2625,$/MWh
NSW1,2025-01-11 08:00:00+10:00,price,76.558333,$/MWh
NSW1,2025-01-11 09:00:00+10:00,price,53.115833,$/MWh
NSW1,2025-01-11 10:00:00+10:00,price,43.283333,$/MWh
NSW1,2025-01-11 11:00:00+10:00,price,25.1575,$/MWh
NSW1,2025-01-11 12:00:00+10:00,price,51.878333,$/MWh
NSW1,2025-01-11 13:00:00+10:00,price,42.5775,$/MWh
NSW1,2025-01-11 14:00:00+10:00,price,42.215,$/MWh
NSW1,2025-01-11 15:00:00+10:00,price,42.7775,$/MWh
NSW1,2025-01-11 16:00:00+10:00,price,90.69,$/MWh
NSW1,2025-01-11 17:00:00+10:00,price,107.0275,$/MWh
NSW1,2025-01-11 18:00:00+10:00,price,127.31,$/MWh
NSW1,2025-01-11 19:00:00+10:00,price,138.37333,$/MWh
NSW1,2025-01-11 20:00:00+10:00,price,142.5975,$/MWh
NSW1,2025-01-11 21:00:00+10:00,price,138.41167,$/MWh
NSW1,2025-01-11 22:00:00+10:00,price,134.0125,$/MWh
NSW1,2025-01-11 23:00:00+10:00,price,128.15417,$/MWh
NSW1,2025-01-12 00:00:00+10:00,price,116.98917,$/MWh
NSW1,2025-01-12 01:00:00+10:00,price,129.45833,$/MWh
NSW1,2025-01-12 02:00:00+10:00,price,114.64833,$/MWh
NSW1,2025-01-12 03:00:00+10:00,price,98.290833,$/MWh
NSW1,2025-01-12 04:00:00+10:00,price,108.34333,$/MWh
NSW1,2025-01-12 05:00:00+10:00,price,119.8525,$/MWh
NSW1,2025-01-12 06:00:00+10:00,price,33.22,$/MWh
NSW1,2025-01-12 07:00:00+10:00,price,23.780833,$/MWh
NSW1,2025-01-12 08:00:00+10:00,price,9.7008333,$/MWh
NSW1,2025-01-12 09:00:00+10:00,price,9.8116667,$/MWh
NSW1,2025-01-12 10:00:00+10:00,price,21.075833,$/MWh
NSW1,2025-01-12 11:00:00+10:00,price,13.351667,$/MWh
NSW1,2025-01-12 12:00:00+10:00,price,1.995,$/MWh
NSW1,2025-01-12 13:00:00+10:00,price,24.240833,$/MWh
NSW1,2025-01-12 14:00:00+10:00,price,76.895833,$/MWh
NSW1,2025-01-12 15:00:00+10:00,price,92.12,$/MWh
NSW1,2025-01-12 16:00:00+10:00,price,115.56,$/MWh
NSW1,2025-01-12 17:00:00+10:00,price,102.90917,$/MWh
NSW1,2025-01-12 18:00:00+10:00,price,147.36333,$/MWh
NSW1,2025-01-12 19:00:00+10:00,price,164.1275,$/MWh
NSW1,2025-01-12 20:00:00+10:00,price,149.8525,$/MWh
NSW1,2025-01-12 21:00:00+10:00,price,164.79333,$/MWh
NSW1,2025-01-12 22:00:00+10:00,price,176.96083,$/MWh
NSW1,2025-01-12 23:00:00+10:00,price,135.87917,$/MWh
NSW1,2025-01-13 00:00:00+10:00,price,114.4025,$/MWh
NSW1,2025-01-13 01:00:00+10:00,price,108.39833,$/MWh
NSW1,2025-01-13 02:00:00+10:00,price,112.6175,$/MWh
NSW1,2025-01-13 03:00:00+10:00,price,122.33167,$/MWh
NSW1,2025-01-13 04:00:00+10:00,price,164.8775,$/MWh
NSW1,2025-01-13 05:00:00+10:00,price,209.9275,$/MWh
NSW1,2025-01-13 06:00:00+10:00,price,98.1925,$/MWh
NSW1,2025-01-13 07:00:00+10:00,price,48.288333,$/MWh
NSW1,2025-01-13 08:00:00+10:00,price,12.460833,$/MWh
NSW1,2025-01-13 09:00:00+10:00,price,18.609167,$/MWh
NSW1,2025-01-13 10:00:00+10:00,price,-29.955,$/MWh
NSW1,2025-01-13 11:00:00+10:00,price,-21.365,$/MWh
NSW1,2025-01-13 12:00:00+10:00,price,48.9475,$/MWh
NSW1,2025-01-13 13:00:00+10:00,price,59.1075,$/MWh
NSW1,2025-01-13 14:00:00+10:00,price,76.21,$/MWh
NSW1,2025-01-13 15:00:00+10:00,price,123.3975,$/MWh
NSW1,2025-01-13 16:00:00+10:00,price,183.26917,$/MWh
NSW1,2025-01-13 17:00:00+10:00,price,162.24667,$/MWh
NSW1,2025-01-13 18:00:00+10:00,price,309.29,$/MWh
NSW1,2025-01-13 19:00:00+10:00,price,226.55917,$/MWh
NSW1,2025-01-13 20:00:00+10:00,price,169.32833,$/MWh
NSW1,2025-01-13 21:00:00+10:00,price,159.23417,$/MWh
NSW1,2025-01-13 22:00:00+10:00,price,208.42,$/MWh
NSW1,2025-01-13 23:00:00+10:00,price,172.1475,$/MWh
NSW1,2025-01-14 00:00:00+10:00,price,141.08167,$/MWh
NSW1,2025-01-14 01:00:00+10:00,price,119.105,$/MWh
NSW1,2025-01-14 02:00:00+10:00,price,126.70333,$/MWh
NSW1,2025-01-14 03:00:00+10:00,price,131.885,$/MWh
NSW1,2025-01-14 04:00:00+10:00,price,178.94083,$/MWh
NSW1,2025-01-14 05:00:00+10:00,price,246.0925,$/MWh
NSW1,2025-01-14 06:00:00+10:00,price,128.55167,$/MWh
NSW1,2025-01-14 07:00:00+10:00,price,85.97,$/MWh
NSW1,2025-01-14 08:00:00+10:00,price,80.691667,$/MWh
NSW1,2025-01-14 09:00:00+10:00,price,76.6075,$/MWh
NSW1,2025-01-14 10:00:00+10:00,price,64.868333,$/MWh
NSW1,2025-01-14 11:00:00+10:00,price,59.765,$/MWh
NSW1,2025-01-14 12:00:00+10:00,price,55.949167,$/MWh
NSW1,2025-01-14 13:00:00+10:00,price,71.628333,$/MWh
NSW1,2025-01-14 14:00:00+10:00,price,65.92,$/MWh
NSW1,2025-01-14 15:00:00+10:00,price,81.055833,$/MWh
NSW1,2025-01-14 16:00:00+10:00,price,129.84417,$/MWh
NSW1,2025-01-14 17:00:00+10:00,price,240.165,$/MWh
NSW1,2025-01-14 18:00:00+10:00,price,328.06667,$/MWh
NSW1,2025-01-14 19:00:00+10:00,price,222.37667,$/MWh
NSW1,2025-01-14 20:00:00+10:00,price,161.78583,$/MWh
NSW1,2025-01-14 21:00:00+10:00,price,143.85417,$/MWh
NSW1,2025-01-14 22:00:00+10:00,price,122.06333,$/MWh
NSW1,2025-01-14 23:00:00+10:00,price,107.10333,$/MWh
NSW1,2025-01-15 00:00:00+10:00,price,95.660833,$/MWh
NSW1,2025-01-15 01:00:00+10:00,price,105.655,$/MWh
NSW1,2025-01-15 02:00:00+10:00,price,97.029167,$/MWh
NSW1,2025-01-15 03:00:00+10:00,price,93.615833,$/MWh
NSW1,2025-01-15 04:00:00+10:00,price,107.3825,$/MWh
NSW1,2025-01-15 05:00:00+10:00,price,123.6175,$/MWh
NSW1,2025-01-15 06:00:00+10:00,price,88.766667,$/MWh
NSW1,2025-01-15 07:00:00+10:00,price,60.390833,$/MWh
NSW1,2025-01-15 08:00:00+10:00,price,49.796667,$/MWh
NSW1,2025-01-15 09:00:00+10:00,price,49.286667,$/MWh
NSW1,2025-01-15 10:00:00+10:00,price,33.768333,$/MWh
NSW1,2025-01-15 11:00:00+10:00,price,35.205833,$/MWh
NSW1,2025-01-15 12:00:00+10:00,price,48.964167,$/MWh
NSW1,2025-01-15 13:00:00+10:00,price,53.233333,$/MWh
NSW1,2025-01-15 14:00:00+10:00,price,4414.275,$/MWh
NSW1,2025-01-15 15:00:00+10:00,price,41.128333,$/MWh
NSW1,2025-01-15 16:00:00+10:00,price,206.16,$/MWh
NSW1,2025-01-15 17:00:00+10:00,price,220.3575,$/MWh
NSW1,2025-01-15 18:00:00+10:00,price,254.33333,$/MWh
NSW1,2025-01-15 19:00:00+10:00,price,77.861667,$/MWh
NSW1,2025-01-15 20:00:00+10:00,price,102.72417,$/MWh
NSW1,2025-01-15 21:00:00+10:00,price,98.711667,$/MWh
NSW1,2025-01-15 22:00:00+10:00,price,93.043333,$/MWh
NSW1,2025-01-15 23:00:00+10:00,price,100.19417,$/MWh
NSW1,2025-01-16 00:00:00+10:00,price,99.7625,$/MWh
NSW1,2025-01-16 01:00:00+10:00,price,96.2375,$/MWh
NSW1,2025-01-16 02:00:00+10:00,price,94.3475,$/MWh
NSW1,2025-01-16 03:00:00+10:00,price,98.55,$/MWh
NSW1,2025-01-16 04:00:00+10:00,price,126.695,$/MWh
NSW1,2025-01-16 05:00:00+10:00,price,144.20583,$/MWh
NSW1,2025-01-16 06:00:00+10:00,price,90.499167,$/MWh
NSW1,2025-01-16 07:00:00+10:00,price,70.398333,$/MWh
NSW1,2025-01-16 08:00:00+10:00,price,82.2,$/MWh
NSW1,2025-01-16 09:00:00+10:00,price,75.588333,$/MWh
NSW1,2025-01-16 10:00:00+10:00,price,76.531667,$/MWh
NSW1,2025-01-16 11:00:00+10:00,price,50.1125,$/MWh
NSW1,2025-01-16 12:00:00+10:00,price,44.7875,$/MWh
NSW1,2025-01-16 13:00:00+10:00,price,21.946667,$/MWh
NSW1,2025-01-16 14:00:00+10:00,price,-30.998333,$/MWh
NSW1,2025-01-16 15:00:00+10:00,price,-24.286667,$/MWh
NSW1,2025-01-16 16:00:00+10:00,price,-34.785,$/MWh
NSW1,2025-01-16 17:00:00+10:00,price,-24.905833,$/MWh
NSW1,2025-01-16 18:00:00+10:00,price,86.273333,$/MWh
NSW1,2025-01-16 19:00:00+10:00,price,164.91583,$/MWh
NSW1,2025-01-16 20:00:00+10:00,price,133.92167,$/MWh
NSW1,2025-01-16 21:00:00+10:00,price,176.63417,$/MWh
NSW1,2025-01-16 22:00:00+10:00,price,119.49167,$/MWh
NSW1,2025-01-16 23:00:00+10:00,price,101.73833,$/MWh
NSW1,2025-01-17 00:00:00+10:00,price,99.129167,$/MWh
NSW1,2025-01-17 01:00:00+10:00,price,102.11417,$/MWh
NSW1,2025-01-17 02:00:00+10:00,price,78.260833,$/MWh
NSW1,2025-01-17 03:00:00+10:00,price,76.755833,$/MWh
NSW1,2025-01-17 04:00:00+10:00,price,73.058333,$/MWh
NSW1,2025-01-17 05:00:00+10:00,price,82.7225,$/MWh
NSW1,2025-01-17 06:00:00+10:00,price,30.419167,$/MWh
NSW1,2025-01-17 07:00:00+10:00,price,-16.549167,$/MWh
NSW1,2025-01-17 08:00:00+10:00,price,-15.365,$/MWh
NSW1,2025-01-17 09:00:00+10:00,price,-34.229167,$/MWh
NSW1,2025-01-17 10:00:00+10:00,price,-36.870833,$/MWh
NSW1,2025-01-17 11:00:00+10:00,price,-31.6975,$/MWh
NSW1,2025-01-17 12:00:00+10:00,price,-30.374167,$/MWh
NSW1,2025-01-17 13:00:00+10:00,price,17.19,$/MWh
NSW1,2025-01-17 14:00:00+10:00,price,53.868333,$/MWh
NSW1,2025-01-17 15:00:00+10:00,price,46.406667,$/MWh
